index,title,topic_idx
379,뉴욕 센트럴파크 거닐며 국가기관 방문…차이잉원 대미 지지 과시,4
380,과이도의 체포 가능성에도 불구하고 내일 바로 귀국…전국적인 시위 촉구,4
381,우리카드 현대캐피탈 아가메즈 문성민 PO 100위 앞,5
382,"손준호, 전북서 진통 끝에 프로축구 입단 확정…4년 계약",5
383,"박 대통령 국회, 법 저지·국민 지지 호소",6
384,골든 스테이트 듀란트와 커리 없는 요리가 브루클린에서 우승했습니다,5
385,"北, 김정은 제재 반대…뉴욕 북미 접촉 통로 전면 봉쇄",6
386,한국 남자배구 U21 세계선수권대회 중국에 패 03…,5
387,종아리 부상 베일 유럽챔피언스리그 4강 출전 불가,5
388,"박지수, WNBA 데뷔 후 최다득점…시카고전서 7득점",5
389,"실종된 항공기 파편을 발견한 모잠비크, 말레이기 파편 종합 가능성",4
390,"부처님오신날 니스서 미친 트럭 공격.. 84명 사망, 202명 부상, 총 6보",4
391,해봅시다…여자 축구팀을 지원하는 베테랑의 힘,5
392,장정석 감독님 이정후 중요한 일 할 때 더 예뻐요,5
393,국회가 열렸을 때 여야는 전당대회 모드…당권 투쟁의 시작,6
394,홍준표 너무 나갔다…자유한국당 남북 합의에 따른 갈등,6
395,아시안게임 라건아 효과 남자농구...,5
396,"튀르키예, 프랑스 IS 포로 11명 송환",4
397,일본 야구 영웅 스즈키 이치로가 메이저리그에서 은퇴합니다,4
398,KB 박지수 발목 부상으로 안도의 한숨...법원 복귀종합,5
399,"신인 최다 홈런 알론소, NL 신인상 수상…유니버시티는 실패...",5
400,중국 환구시보 랴오닝의 파키스탄 매각설,4
401,트럼프에 대한 조언…다양성은 부의 창출에 필수적입니다,4
402,"유럽연합 네덜란드 정부, 나이키 세금 특혜 의혹에 대한 심층 조사 착수",4
403,힐러리 캠프 트럼프는 무엇을 숨기고 있습니까? 세금 납부 문제에 대한 대공세,4
404,"정의용, 북한에 잘 다녀오겠습니다",6
405,"중국 996 근무제 반대 운동…화웨이, 알리바바 블랙리스트 발표",4
406,아시안게임 이란전 이후 김학범 회복 훈련으로 우즈베키스탄...,5
407,김성동 보수신당 서울시당위원장,6
408,"조원우, 윤성빈, 김광현 SK 타자들과 격돌",5
409,박 대통령 임기 중 개헌 완료…국민 야심찬 개헌,6
410,"브렉시트 탈퇴, 70대 증오범죄 벌금 90만원",4
411,김형오는 당 지도부와 우월성에 패배해 국민의 조롱을 받았습니다,6
412,"유럽 반난민 포퓰리즘, 스페인 극우 복스 득세 회복",4
413,최지만 생애 첫 PS…MLB 탬파베이 2승 추가,5
414,유시민 압수수색 심각…조국법 위반 단 한 건도 없어,6
415,"볼튼 IS 아버지, 입국 불허 확인...시민권 증명해야",4
416,"마크롱, 동아프리카 방문 경제·군사협력 강화…중·중 견제",4
417,"중국, 북미 대화 재개 환영…정치적 해법 지지",4
418,"아랍에미리트, 리비아 난민 시설 공습 전쟁 범죄 혐의",4
419,박 대통령은 북핵 불용을 위한 실질적인 대책을 이끌어내야 합니다,6
420,"북한, 위성 더 발사…10년 만에 달 탐사",6
421,세인트루이스 33번 김광현 명문구단 SK 입단 영광...,5
422,이번주 유럽챔피언스 4강 결정...레알 미소 바르사 울상,5
423,"폼페이오 김정은, 팀 현장 배치…제재 계속 거론",4
424,"문 대통령, 평양 정상회담 노동당 청사 방명록 작성",6
425,프로농구의 주역 변준형보다 변어빙이 되고 싶습니다,5
426,북악산에 오른 문 대통령,6
427,"로이터, 심야 미·중 무역협상 브리핑",4
428,에콰도르 유가 인상 도시 마비… 긴축정책 반대 여론 고조,4
429,중앙 타지키스탄 교도소서 IS 조직원 폭동...30여명 사망,4
430,홍콩 쇼핑몰에서 친중 및 반중 집회 참가자들이 싸우고 있습니다,4
431,프로축구 인천 무고사 35라운드 MVP 수상,5
432,런던 풋볼 스타디움에서 열린 양키스 대 레드삭스의 MLB 라이벌전,5
433,박능후 보건복지부 장관 국무회의 참석,6
434,나이지리아서 3층 건물 붕괴… 초등학생 100여명 갇혀있습니다,4
435,컴퓨터를 배우는 북한 학생들,6
436,개헌 논의에서 중요한 것은 대통령제가 아닙니다,6
437,메이 총리는 5월 말 유럽의회 선거에 참여하기 위한 긴급 계획도 준비합니다,4
438,총선을 6일 앞두고 나이지리아 지역선거관리위원회가 불타올랐습니다,4
439,경기를 앞두고 있는 부폰 지단처럼 안타를 치고 은퇴,5
440,북한 정부의 격상에 대한 정부의 첫 입장은 원자력 주장의 종합적인 정교화입니다,6
441,파리에서 가을 공연 즐기기 11,4
442,마르코스 아들이 주도권 쟁탈전...독재의 향수에 현혹되지 말 것,4
443,6패를 기록 중인 벤투 감독이 본궤도에 올랐습니다,5
444,내년 UAE 두바이 택시 호출 중단…앱으로 전환,4
445,"중국 공안부장, 4차 전체회의 후 정치·사회 안정 강조",4
446,"손흥민, 올해 마지막 경기 9호 골 재도전",5
447,"중앙정부, 박원순 보편복지 확대해야",6
448,윤상현 외교통일위원장 김연철 통일부 장관 면담,6
449,서로 격려하는 북한 여자 양궁 리커브 팀,5
450,"에르도안, 미사일 도입 철회 안해...차세대 미사일도 검토",4
451,"나경복 명불허전 우리카드, 한국전력 2연패 탈출",5
452,정부 북한 핵실험 이후 민간 남북교류 신청 17건 중단,6
453,셰이크 살만 AFC 회장 평양 방문…北 방북 목적…,4
454,메이저리그 시범경기 데뷔 일본인 좌완 기쿠치 시속 153...,5
455,박지원 야권 대선후보 단일화 내년 10~11월 심판,6
456,이정현 정무수석 만나 단식 중단 요청…박 대통령 고민,6
457,터키군의 쿠르드족 마을 2곳 점령 대 쿠르드족의 튀르키예 공격,4
458,"내일 오후 2시에 여야 3당 대표와 북핵, 민생회담이 열립니다",6
459,"중국 공작원, 미국 내 중국 민주화 운동 저지 후 귀국",4
460,이탈리아 젊은이 10명 중 3명은 직업도 없고 교육도 없습니다,4
461,"여당 대일특위, 경제침략특위로 명칭 변경…사절단 파견 부적절",4
462,"메르켈 총리, 푸틴, 에르도안과 전화로 리비아 내전 논의",4
463,그래픽 2018 러시아 월드컵 F조 한국 멕시코 전력 분석,5
464,"이란군, 전쟁 불사 강경발언 잇따라…美 대화 차단",4
465,러시아 극동 최대의 현지 박물관도 한국어 서비스 붐에 동참했습니다,4
466,속보 문 대통령 여야 초당적 공조…소재·부품·산업 경쟁력 강화,6
467,중국 매체 북한 예술단 방중…북한의 중국 중시 보여주기,4
468,프로야구 시범경기 악천후로 고척을 제외하고는 모두 취소...,5
469,손흥민 이달의 선수 3파전…최대 경쟁자 아게로 벤테케,5
470,야당 사퇴 딜레마… 결심했지만 해법은 더 복잡,6
471,"청와대, 은산분리 완화 공약 파기…이미 언급한 진입규제 개선",6
472,"이탈리아 집권당 지도자, 유럽의회 선거 참패로 퇴진 예정",4
473,차기 지방선거와 대선 동시 시행 대통령 개헌안 속보,6
474,"사드, 20년 묵은 중국 현지 용매 중단 위기",4
475,"문 대통령, 북한 목선 경계 못해 국민에 제대로 알릴 수 없어…종합사찰",6
476,리버풀전서 발견된 손흥민 활용법…스피드한 공간 돌진,5
477,여당 예결소위 소위 여야 간사 3명만 참여해야,6
478,"박 대통령, 태릉선수촌 방문…리우 올림픽 대표단 격려",6
479,해외 미디어에 돈을 지불할 젊은 사람들을 대상으로 하는 영미 언론사들,4
480,스웨덴과 독일에서 통할 창과 방패... 북아일랜드 전쟁의 해답을 찾고 있습니다,4
481,"여당 자유한국당, 협상 참여 압박 전략…오늘 임시국회 소집 요구",6
482,터키 리라화 폭락 비판 외신기자 법정 출석,4
483,지동원 2분 8월 시즌 잔류 가능성 ↑ 종합,5
484,"삼성 장원삼, 2군 첫 등판서 5이닝 5실점…140km까지 빠른 공",5
485,프로농구 챔피언결정전 5차전 앞두고 세월호 희생자 추모 묵념,5
486,홍콩 사업가 공안 사칭 보이스피싱 피해 90억원 규모,4
487,"AG, 남자축구 조 추첨서 두 나라 놓쳐...다시 추첨",5
488,허정무 걷어차 김병지 저지…13일 북한에 축구공 보내기 빅매치,5
489,"알자지라 이란 폭발물 수집, 미국 비디오 사건 발생 10시간 만에 촬영",4
490,"무디스 오만, 국가 등급을 정크로 하향 조정",4
491,넥센 2018 시즌석 입장료 동결...스카이박스 할인,5
492,"이라크 친이란 시위대, 미국 대사관 습격…미국 폭격 시위",4
493,"무리뉴, 17년간 선수 영입에 1조6000억원 투입",5
494,나치 피해자를 남긴 유대인 후손의 국적 취득 절차 개선,4
495,북한인권법·테러방지법 추진...여야 논란 재점화,6
496,홍콩 여자친구 살해범 송환법 발동 후 대만서 자수,4
497,오클랜드의 평균 집값은 1년 안에 8억을 넘을 것 같습니다... 이민 인구의 증가,4
498,이방카의 보좌관은 슬리퍼를 신고 밝습니다,4
499,"중국, 6월부터 600억 달러 미국산 제품에 최대 25% 관세 부과",4
500,주이스탄불 한국총영사관에서 한국 애니메이션의 날 개최,4
501,프로농구 DB 이르면 9일 정규리그 우승 확정,5
502,트럼프의 거부 여부를 알아보기 위해 의회에 자료 제출에 동의한 측근,4
503,"필리핀 외교부, 남중국해 판결 배제, 중국과 대화 안 함",4
504,"중국의 경제 불안, IS, 미국의 영향력보다 더 큰 상처",4
505,가자서 1년간 팔레스타인 시위... 유혈사태 속 평화는 갈 길 멀다,4
506,오지환 박해민 등 아시안게임 예비 엔트리 109명 공개...,5
507,프로농구 DB 사상 처음으로 최저 연봉 팀이 우승에 도전합니다,5
508,"북한, 무수단 미사일 보완했나…6번째 시도 400km 비행",6
509,"국방부, 북한 고체연료 로켓 개발 추진…엄정한 인식",6
510,김정숙 아이스하키 지원,6
511,천병혁 야구계 침묵과 폭풍 류현진의 최대 무기는...,5
512,벤투호 20일 아시안컵 출전선수 23명 확정… 막판 생존경쟁,5
513,"박 대통령, 새로운 도약 위해 끊임없이 혁신해야",6
514,한일 외교장관 마드리드 회담 불발…일정 조율 어려워,6
515,호날두 2골 포르투갈 헝가리전 30승 4연승 행진,5
516,류중일 LG 감독 500승 한화 뒤집기...NC 유영준...,5
517,"구자철 지동원, 아우크스 호펜하임에 패",5
518,"리 총리, 김여정·김영남 등 북한 고위급 대표단 오찬",6
519,북 박근혜 정부 3년…남북관계 최악 부분 포괄적 비판,6
520,"미 국방부, 북한 미사일 도발 자제해야",4
521,민주혁신기술벤처기업 차등의결권 도입 종합 검토,6
522,손흥민 시즌 6호골 토트넘 유럽챔피언십 3호...,5
523,불법 이민자들의 유입... 영국해협을 가로지르는 세 척의 소형 보트 구조,4
524,"안희정 급상승, 전인범 논란 악재…돌파 카드 찾나",6
525,전역한 김학용 군 간부 절반은 군인연금 못 받음,6
526,,4
527,WP 미국은 이란산 원유 수입을 금지하는 8개국에 한시적 예외를 연장하지 않을 것입니다,4
528,3당 체제 첫 본회의…여당·국민의당 원샷법협치 체제,6
529,정부의 북한 플루토늄 생산 주장에 대한 안보리 등 대응방안 협의,6
530,남북 농구선수들 코트서 뭉친...마음속 평화와 번영,5
531,미국·폴란드 5G 네트워크 보안 협력…화웨이 견제,4
532,즐라탄의 목적지인 것 같네요 큰 소식을 전하겠습니다,5
533,"예멘 반군, 사우디아라비아 폭격…반군 포로 50여명 사망",4
534,남북 정상회담 1주년 기념 학술대회,6
535,"류현진, 콜로라도 희생으로 QS 첫 홈런 기록",5
536,"신용한 전 대통령직속 청년위원장, 지지자들과 함께 출마 선언",6
537,"맨체스터 유나이티드, 그리즈만 영입 1,050억원에 영입",5
538,디그롬 MLB 메츠 5년 1561억 사이영상...,5
539,민주당 당직자를 대상으로 한 공공기관 수요조사는 없었습니다,6
540,다저스 신인 포수 스미스 류현진과 호흡이 무척 쉬웠습니다,5
541,"4위 꿀재미 싸움...KB손해보험, 한국전력에 풀세트 역전승",5
542,류중일 감독의 칭찬 오지환 수비에 안정감 부여,5
543,북한의 대표 방송인 양강도 함경북도가 폭우로 인명피해를 입었습니다,6
544,김정은은 국가의 최고 지도자로서 특별한 위치를 생각할지도 모릅니다,6
545,레바논 거리시위 사흘째…경제난에 따른 정부 퇴진 요구,4
546,1라운드 전북 무너뜨린 2골…인천 문선민 K리그 12라운드 2라운드…,5
547,박 대통령 TK 민심 달래...전대 논란 정치적 해석 유감,6
548,LG의 천적 두산이 가을야구 불안요인으로 떠올랐습니다,5
549,"트럼프, 올해도 EAS 불참…아시아에서 미국의 입지가 줄어들고 있습니다",4
550,"홍콩 선거혁명…범민주 진영 싹쓸이, 친중파 타파 종합보고서",4
551,뉴올리언스 론도 크레이지 21 도움…골든스테이트에 19점 뒤지고…,5
552,문 대통령 국정지지도 53.8%…리얼미터 7주째 하락세,6
553,"중국, 미국 NSC 출신 장성들 5G 장악하면 세계가 위험에 빠질 것이라고 주장",4
554,박 대통령 고유 전통문화 산업복 입어야,6
555,"파다르보다 요스바니를 더 원했던 현대캐피탈, 재수 끝에 소원 이뤄",5
556,"정세균, 국민의 국회를 국회처럼 만들겠다…때로는 강경해야",6
557,"홍콩 정부 트럼프, 홍콩 인권법 서명 맹비난…시위대 환호",4
558,LG 박용택 선발 제외…유강남 지명타자로 선발 출전,5
559,컴퓨터에 매달린 나의 아들 나무. 호주 가족의 비극,4
560,홈팬들의 응원을 받은 전북 트리오…집에 온 기분,5
561,문 대통령 러시아 가스·전력 남북·일 공급 속보,6
562,중국 부동산 규제 구속…상하이 집값 21개월 만에 하락,4
563,25살 연상의 아내를 둔 대선후보…프랑스 사랑문학,4
